index,_id,tags,tags1
Mastering DSA with Java,62d7099eff20c4f19c5d3f03,"['Problem Solving', 'Time-based DSA', 'Big O notation', 'Time and space complexity', 'Recursion', 'Power program theory', 'Combination theory', 'Stacks,queues,linked lists,trees', 'Searching, sorting, hashing', 'HiteshChoudhary', ['Problem Solving', 'Time-based DSA', 'Big O notation', 'Time and space complexity', 'Recursion', 'Power program theory', 'Combination theory', 'Stacks,queues,linked lists,trees', 'Searching, sorting, hashing']]","Problem Solving Time-based DSA Big O notation Time and space complexity Recursion Power program theory Combination theory Stacks,queues,linked lists,trees Searching, sorting, hashing HiteshChoudhary ['Problem Solving', 'Time-based DSA', 'Big O notation', 'Time and space complexity', 'Recursion', 'Power program theory', 'Combination theory', 'Stacks,queues,linked lists,trees', 'Searching, sorting, hashing']"
Mastering DSA with C++,62d708caff20c438ab5d3d0f,"['C++ programming basics', 'C++ data types', 'C++ data structures', 'Input/Output in C++', 'Control Flow in C++', 'Loops', 'Functions', 'OOP in C++', 'Memory management', 'Macros', 'HiteshChoudhary', ['C++ programming basics', 'C++ data types', 'C++ data structures', 'Input/Output in C++', 'Control Flow in C++', 'Loops', 'Functions', 'OOP in C++', 'Memory management', 'Macros']]","C++ programming basics C++ data types C++ data structures Input/Output in C++ Control Flow in C++ Loops Functions OOP in C++ Memory management Macros HiteshChoudhary ['C++ programming basics', 'C++ data types', 'C++ data structures', 'Input/Output in C++', 'Control Flow in C++', 'Loops', 'Functions', 'OOP in C++', 'Memory management', 'Macros']"
Android P with Machine Learning Apps,62d70179ff20c4325c5d3a80,"['Android Studio fundamentals', 'Theme customization', 'Buttons and toasts', 'Fully customized Gradles', 'Android elements and components', 'SQLite database', 'JSON and APIs', 'Firebase', 'Machine Learning in Android', 'Various projects', 'HiteshChoudhary', ['Android Studio fundamentals', 'Theme customization', 'Buttons and toasts', 'Fully customized Gradles', 'Android elements and components', 'SQLite database', 'JSON and APIs', 'Firebase', 'Machine Learning in Android', 'Various projects']]","Android Studio fundamentals Theme customization Buttons and toasts Fully customized Gradles Android elements and components SQLite database JSON and APIs Firebase Machine Learning in Android Various projects HiteshChoudhary ['Android Studio fundamentals', 'Theme customization', 'Buttons and toasts', 'Fully customized Gradles', 'Android elements and components', 'SQLite database', 'JSON and APIs', 'Firebase', 'Machine Learning in Android', 'Various projects']"
Full Stack Django Developer,62d6f2a3ff20c44ee55d33fe,"['Webpages in Django', 'Admin control', 'Sliders', 'Search feilds', 'Navbars', 'Components', 'User authentication', 'Facebook and Google authentication', 'Django message frameworks', 'Django contact forms', 'HiteshChoudhary', ['Webpages in Django', 'Admin control', 'Sliders', 'Search feilds', 'Navbars', 'Components', 'User authentication', 'Facebook and Google authentication', 'Django message frameworks', 'Django contact forms']]","Webpages in Django Admin control Sliders Search feilds Navbars Components User authentication Facebook and Google authentication Django message frameworks Django contact forms HiteshChoudhary ['Webpages in Django', 'Admin control', 'Sliders', 'Search feilds', 'Navbars', 'Components', 'User authentication', 'Facebook and Google authentication', 'Django message frameworks', 'Django contact forms']"
Full Stack Django and React,62d6ec85ff20c4ea1d5d31b8,"['Django and Django REST framework', 'Django tour - quick', 'Django admin and migration', 'Storing our images in django', 'Setting Django API structure', 'Handling API root route in django', 'Image serialization and product views in django', 'Setting up URL for products in Django', 'Custom User serlization in Django', 'Generating the token in django', 'Custom user signin in Django', 'Creating base component', 'Bring in card component', 'Pulling up text info from backend', 'Conditional rendering of button', 'HiteshChoudhary', ['Django and Django REST framework', 'Django tour - quick', 'Django admin and migration', 'Storing our images in django', 'Setting Django API structure', 'Handling API root route in django', 'Image serialization and product views in django', 'Setting up URL for products in Django', 'Custom User serlization in Django', 'Generating the token in django', 'Custom user signin in Django', 'Creating base component', 'Bring in card component', 'Pulling up text info from backend', 'Conditional rendering of button']]","Django and Django REST framework Django tour - quick Django admin and migration Storing our images in django Setting Django API structure Handling API root route in django Image serialization and product views in django Setting up URL for products in Django Custom User serlization in Django Generating the token in django Custom user signin in Django Creating base component Bring in card component Pulling up text info from backend Conditional rendering of button HiteshChoudhary ['Django and Django REST framework', 'Django tour - quick', 'Django admin and migration', 'Storing our images in django', 'Setting Django API structure', 'Handling API root route in django', 'Image serialization and product views in django', 'Setting up URL for products in Django', 'Custom User serlization in Django', 'Generating the token in django', 'Custom user signin in Django', 'Creating base component', 'Bring in card component', 'Pulling up text info from backend', 'Conditional rendering of button']"
Full Stack Django with React,62d6ec73ff20c421655d3024,"['Django and Django REST framework', 'Django tour - quick', 'Django admin and migration', 'Storing our images in django', 'Setting Django API structure', 'Handling API root route in django', 'Image serialization and product views in django', 'Setting up URL for products in Django', 'Custom User serlization in Django', 'Generating the token in django', 'Custom user signin in Django', 'Creating base component', 'Bring in card component', 'Pulling up text info from backend', 'Conditional rendering of button', 'HiteshChoudhary', ['Django and Django REST framework', 'Django tour - quick', 'Django admin and migration', 'Storing our images in django', 'Setting Django API structure', 'Handling API root route in django', 'Image serialization and product views in django', 'Setting up URL for products in Django', 'Custom User serlization in Django', 'Generating the token in django', 'Custom user signin in Django', 'Creating base component', 'Bring in card component', 'Pulling up text info from backend', 'Conditional rendering of button']]","Django and Django REST framework Django tour - quick Django admin and migration Storing our images in django Setting Django API structure Handling API root route in django Image serialization and product views in django Setting up URL for products in Django Custom User serlization in Django Generating the token in django Custom user signin in Django Creating base component Bring in card component Pulling up text info from backend Conditional rendering of button HiteshChoudhary ['Django and Django REST framework', 'Django tour - quick', 'Django admin and migration', 'Storing our images in django', 'Setting Django API structure', 'Handling API root route in django', 'Image serialization and product views in django', 'Setting up URL for products in Django', 'Custom User serlization in Django', 'Generating the token in django', 'Custom user signin in Django', 'Creating base component', 'Bring in card component', 'Pulling up text info from backend', 'Conditional rendering of button']"
Complete Front End Web Developer Bootcamp,62d6e9e5ff20c437ec5d2d32,"['Introduction, getting the dev tools and basics of HTML', 'Div, tables and Forms with Challenge to create FB page', 'HTML 5 semantics and adding audio, video and YouTube to web', 'CSS-Box model, color selection, Google Fonts', 'Web development projects - GYM and Sushi Restro Templates', ""CSS - classes, ID's, parallax and project to edit template"", 'CSS - box sizing, gradients and TODO list project', 'Getting started with Bootstrap - Tour and creating landing page', 'Project - Pokemon Corporate site, yahoo selling page and Adm', 'Javascript projects to practice', 'Moving on to learn Jquery - Selectors and event', 'Actions in Jquery - fading, animations and callback function', 'Projects in Jquery and using JS plugins', 'HiteshChoudhary', ['Introduction, getting the dev tools and basics of HTML', 'Div, tables and Forms with Challenge to create FB page', 'HTML 5 semantics and adding audio, video and YouTube to web', 'CSS-Box model, color selection, Google Fonts', 'Web development projects - GYM and Sushi Restro Templates', ""CSS - classes, ID's, parallax and project to edit template"", 'CSS - box sizing, gradients and TODO list project', 'Getting started with Bootstrap - Tour and creating landing page', 'Project - Pokemon Corporate site, yahoo selling page and Adm', 'Javascript projects to practice', 'Moving on to learn Jquery - Selectors and event', 'Actions in Jquery - fading, animations and callback function', 'Projects in Jquery and using JS plugins']]","Introduction, getting the dev tools and basics of HTML Div, tables and Forms with Challenge to create FB page HTML 5 semantics and adding audio, video and YouTube to web CSS-Box model, color selection, Google Fonts Web development projects - GYM and Sushi Restro Templates CSS - classes, ID's, parallax and project to edit template CSS - box sizing, gradients and TODO list project Getting started with Bootstrap - Tour and creating landing page Project - Pokemon Corporate site, yahoo selling page and Adm Javascript projects to practice Moving on to learn Jquery - Selectors and event Actions in Jquery - fading, animations and callback function Projects in Jquery and using JS plugins HiteshChoudhary ['Introduction, getting the dev tools and basics of HTML', 'Div, tables and Forms with Challenge to create FB page', 'HTML 5 semantics and adding audio, video and YouTube to web', 'CSS-Box model, color selection, Google Fonts', 'Web development projects - GYM and Sushi Restro Templates', ""CSS - classes, ID's, parallax and project to edit template"", 'CSS - box sizing, gradients and TODO list project', 'Getting started with Bootstrap - Tour and creating landing page', 'Project - Pokemon Corporate site, yahoo selling page and Adm', 'Javascript projects to practice', 'Moving on to learn Jquery - Selectors and event', 'Actions in Jquery - fading, animations and callback function', 'Projects in Jquery and using JS plugins']"
Complete Backend Development with Nodejs,62d6e8baff20c4abd25d2b59,"['Javascript', 'ES6', 'Web servers', 'Express Js', 'Body parsers', 'Middlewares', 'View Engines', 'Multer', 'Passport JS', 'Big Stack', 'MongoDB integration with Node JS', 'HiteshChoudhary', ['Javascript', 'ES6', 'Web servers', 'Express Js', 'Body parsers', 'Middlewares', 'View Engines', 'Multer', 'Passport JS', 'Big Stack', 'MongoDB integration with Node JS']]","Javascript ES6 Web servers Express Js Body parsers Middlewares View Engines Multer Passport JS Big Stack MongoDB integration with Node JS HiteshChoudhary ['Javascript', 'ES6', 'Web servers', 'Express Js', 'Body parsers', 'Middlewares', 'View Engines', 'Multer', 'Passport JS', 'Big Stack', 'MongoDB integration with Node JS']"
Backend Development with Django-8 Projects,62d6e413ff20c418a05d2a3c,"['Webpages in Django', 'Admin control', 'Sliders', 'Search feilds', 'Navbars', 'Components', 'User authentication', 'Facebook and Google authentication', 'Django message frameworks', 'Django contact forms', 'HiteshChoudhary', ['Webpages in Django', 'Admin control', 'Sliders', 'Search feilds', 'Navbars', 'Components', 'User authentication', 'Facebook and Google authentication', 'Django message frameworks', 'Django contact forms']]","Webpages in Django Admin control Sliders Search feilds Navbars Components User authentication Facebook and Google authentication Django message frameworks Django contact forms HiteshChoudhary ['Webpages in Django', 'Admin control', 'Sliders', 'Search feilds', 'Navbars', 'Components', 'User authentication', 'Facebook and Google authentication', 'Django message frameworks', 'Django contact forms']"
Java Bootcamp for Beginners,62d6df72ff20c43eed5d28be,"['Java data types and variables', 'Java operations and conditionals', 'Arrays', 'Object-Oriented java', 'Searching and Sorting', 'Linked Lists', 'Various java projects', 'HiteshChoudhary', ['Java data types and variables', 'Java operations and conditionals', 'Arrays', 'Object-Oriented java', 'Searching and Sorting', 'Linked Lists', 'Various java projects']]","Java data types and variables Java operations and conditionals Arrays Object-Oriented java Searching and Sorting Linked Lists Various java projects HiteshChoudhary ['Java data types and variables', 'Java operations and conditionals', 'Arrays', 'Object-Oriented java', 'Searching and Sorting', 'Linked Lists', 'Various java projects']"
Complete Flutter Course - iOS Android Apps,62d6dd80ff20c4cfc65d262f,"['Stateless widgets', 'Stateful widgets', 'Background changers', 'Randomization', 'Camera and gestures', 'API handling', 'SQLite', 'Firebase', 'BLOC in flutter', 'HiteshChoudhary', ['Stateless widgets', 'Stateful widgets', 'Background changers', 'Randomization', 'Camera and gestures', 'API handling', 'SQLite', 'Firebase', 'BLOC in flutter']]","Stateless widgets Stateful widgets Background changers Randomization Camera and gestures API handling SQLite Firebase BLOC in flutter HiteshChoudhary ['Stateless widgets', 'Stateful widgets', 'Background changers', 'Randomization', 'Camera and gestures', 'API handling', 'SQLite', 'Firebase', 'BLOC in flutter']"
Dart Language,62d6da41ff20c4037d5d24f5,"['Dart fundamentals', 'Data types in Dart', 'Arrays', 'Maps', 'Constants', 'Operators', 'Conditionals', 'Functions', 'Object Oriented Programming in Dart', 'Asynchronous subroutines', 'HiteshChoudhary', ['Dart fundamentals', 'Data types in Dart', 'Arrays', 'Maps', 'Constants', 'Operators', 'Conditionals', 'Functions', 'Object Oriented Programming in Dart', 'Asynchronous subroutines']]","Dart fundamentals Data types in Dart Arrays Maps Constants Operators Conditionals Functions Object Oriented Programming in Dart Asynchronous subroutines HiteshChoudhary ['Dart fundamentals', 'Data types in Dart', 'Arrays', 'Maps', 'Constants', 'Operators', 'Conditionals', 'Functions', 'Object Oriented Programming in Dart', 'Asynchronous subroutines']"
Complete ReactJs Developer Bootcamp,62d6d73cff20c4c6705d22fd,"['React templates', 'React states', 'React hooks', 'React context API', 'Firebase integration', 'Redux Apps', 'HiteshChoudhary', ['React templates', 'React states', 'React hooks', 'React context API', 'Firebase integration', 'Redux Apps']]","React templates React states React hooks React context API Firebase integration Redux Apps HiteshChoudhary ['React templates', 'React states', 'React hooks', 'React context API', 'Firebase integration', 'Redux Apps']"
Complete Bootstrap4 - Build 5 Projects,62d6d611ff20c417bc5d2102,"['Bootstrap Integration and typography', 'Buttons, breakpoints and utilities', 'Team pages', 'Navbars', 'Flexboxes', 'Forms', 'Modals', 'Custom cards', 'HiteshChoudhary', ['Bootstrap Integration and typography', 'Buttons, breakpoints and utilities', 'Team pages', 'Navbars', 'Flexboxes', 'Forms', 'Modals', 'Custom cards']]","Bootstrap Integration and typography Buttons, breakpoints and utilities Team pages Navbars Flexboxes Forms Modals Custom cards HiteshChoudhary ['Bootstrap Integration and typography', 'Buttons, breakpoints and utilities', 'Team pages', 'Navbars', 'Flexboxes', 'Forms', 'Modals', 'Custom cards']"
